VIN	order_num	vendor_name	part_number	description	price	status	qty
GNJQGN3RWIT431179	001	Green-Plus	GS-PACBS0164	ABS steel pin	51.75	received	1
I2Y84J2JYUI249817	001	Green-Plus	GS-EAELASS0084	Fog Light	11.45	installed	1
JL4O86VLF1F081674	001	Green-Plus	GS-PACBS0191	Brake booster hose	56.00	installed	1
JL4O86VLF1F081674	002	Green-Plus	GS-10141	Fuse Box: The Alternative Tribute	68.20	installed	1
JL4O86VLF1F081674	002	Green-Plus	GS-ICS0159	Seat Belt	170.06	installed	1
L712UQJXM4L524142	005	Green-Plus	GS-10141	Fuse Box: The Alternative Tribute	29.52	installed	1
ME064DUO8S0025936	004	Green-Plus	GS-EAECS0048	Alternator	31.32	ordered	1
ME064DUO8S0025936	004	Green-Plus	GS-EAELASS0090	Side lighting	36.22	received	1
MRHT53HXAKW856444	006	Green-Plus	GS-BAE0000	Bonnet/hood	33.29	installed	1
MRHT53HXAKW856444	006	Green-Plus	GS-EAEESS0058	Battery control system	32.96	installed	1
MRHT53HXAKW856444	006	Green-Plus	GS-EAELASS0086	Headlight	8.92	installed	3
N64LL1WC63N759701	003	Green-Plus	GS-EAECS0048	Alternator	11.60	installed	1
N64LL1WC63N759701	003	Green-Plus	GS-EAEM0136	Cruise control computer	0.30	installed	1
N64LL1WC63N759701	003	Green-Plus	GS-PACBS0167	Bleed nipple	5.48	installed	1
NKY5WJPCYVC675161	003	Green-Plus	GS-BAEW0033	Glass	107.30	ordered	1
NKY5WJPCYVC675161	003	Green-Plus	GS-EAES0106	Rotational sensor	14.61	ordered	1
NKY5WJPCYVC675161	003	Green-Plus	GS-PACBS0164	ABS steel pin	62.57	installed	1
O1C66KL1VK4840531	003	Green-Plus	GS-BAE0001	Bumper	67.46	installed	1
O1C66KL1VK4840531	003	Green-Plus	GS-EAES0120	Door switch	5.82	installed	1
OETQ6SV7QKM285952	002	Green-Plus	GS-EAEESS0054	Performance battery	87.39	installed	1
OETQ6SV7QKM285952	002	Green-Plus	GS-EAEGAM0068	Speedometer	97.71	installed	1
OETQ6SV7QKM285952	002	Green-Plus	GS-PACBS0195	Load-sensing valve	78.31	installed	1
OETQ6SV7QKM285952	002	Green-Plus	GS-PACBS0197	Metering valve	35.02	installed	2
PI5K0FV5WKD862880	003	Green-Plus	GS-BAE0000	Bonnet/hood	13.62	installed	1
PI5K0FV5WKD862880	003	Green-Plus	GS-EAEGAM0074	Water temperature meter	31.79	installed	1
PKFGEZTKARS310898	001	Green-Plus	GS-EAEAD0044	Other devices	109.89	installed	1
PKFGEZTKARS310898	001	Green-Plus	GS-EAEM0149	Transmission computer	73.83	installed	4
PKFGEZTKARS310898	001	Green-Plus	GS-EAES0093	Airbag sensor	157.10	installed	1
RH3XN0D50EO772614	002	Green-Plus	GS-EAES0106	Rotational sensor	20.58	installed	1
RH3XN0D50EO772614	002	Green-Plus	GS-EAESS0118	Starter solenoid	31.95	installed	2
RH3XN0D50EO772614	002	Green-Plus	GS-ICS0162	Seat track	18.17	installed	1
SLY1Q4WQXLP675951	001	Green-Plus	GS-EAEESS0053	Battery	35.50	installed	1
SLY1Q4WQXLP675951	001	Green-Plus	GS-EAEGAM0066	Hydrometer	5.67	installed	1
SMZSGMQWSKI621717	003	Green-Plus	GS-EAEAD0043	Radio and media player	21.49	installed	1
SMZSGMQWSKI621717	003	Green-Plus	GS-EAEM0140	Fuse	27.63	installed	1
SMZSGMQWSKI621717	003	Green-Plus	GS-ICS0162	Seat track	40.68	installed	1
SMZSGMQWSKI621717	003	Green-Plus	GS-PACBS0195	Load-sensing valve	40.32	installed	1
SPE2WMY887O932788	002	Green-Plus	GS-BAEW0036	Window motor	56.62	ordered	5
SPE2WMY887O932788	002	Green-Plus	GS-EAEM0145	Remote lock	105.63	received	3
SPE2WMY887O932788	002	Green-Plus	GS-EAES0107	Temperature sensor	81.62	ordered	1
SPE2WMY887O932788	002	Green-Plus	GS-PACBS0196	Master Cylinder	40.51	received	1
V73RJYYHEIT850422	003	Green-Plus	GS-EAES0122	Power window switch	90.06	received	4
VJUYVX0SHHT606044	004	Green-Plus	GS-EAEGAM0071	Tire pressure gauge	26.68	installed	1
VJUYVX0SHHT606044	004	Green-Plus	GS-EAEIS0077	Electronic timing controller	26.48	installed	1
VJUYVX0SHHT606044	004	Green-Plus	GS-EAEM0136	Cruise control computer	0.10	installed	1
VJUYVX0SHHT606044	004	Green-Plus	GS-EAES0100	Light sensor	2.05	installed	1
WGVK4P1UIPJ916959	001	Green-Plus	GS-EAECS0048	Alternator	4.61	ordered	2
WGVK4P1UIPJ916959	001	Green-Plus	GS-EAEGAM0064	Dynamometer	13.22	installed	1
WGVK4P1UIPJ916959	001	Green-Plus	GS-EAES0107	Temperature sensor	43.42	received	1
WGVK4P1UIPJ916959	001	Green-Plus	GS-ICS0161	Seat cover	6.92	ordered	1
WWMN8RWHPDM674733	003	Green-Plus	GS-EAEGAM0065	Fuel gauge	41.43	received	1
WWMN8RWHPDM674733	003	Green-Plus	GS-PACBS0177	Brake pump	59.55	installed	1
XNUNZXGY3NC711419	002	Green-Plus	GS-EAEESS0061	Voltage regulator	34.18	installed	1
0RTZMNEP443530450	001	Isdom	IM-EAEAD0047	Subwoofer	24.15	installed	1
0RTZMNEP443530450	001	Isdom	IM-EAEESS0058	Battery control system	58.54	ordered	1
1P2ISJXQKIW025651	001	Isdom	IM-BAE0004	Cowl screen	54.00	installed	1
1P2ISJXQKIW025651	001	Isdom	IM-EAEM0148	Speedometer calibrator	68.34	installed	1
1P2ISJXQKIW025651	001	Isdom	IM-EAES0095	Camshaft position sensor	43.67	installed	1
1P2ISJXQKIW025651	001	Isdom	IM-EAES0126	Thermostat	0.37	installed	1
2N45QQ7SMY3757149	004	Isdom	IM-BAED0025	Inner door handle	89.05	installed	1
2N45QQ7SMY3757149	004	Isdom	IM-EAEM0149	Transmission computer	41.61	installed	2
2Y1UCXYY50T192604	003	Isdom	IM-EAES0124	Switch cover	146.58	installed	1
2Y1UCXYY50T192604	003	Isdom	IM-PACBS0187	Combination valve	11.54	installed	4
2Y1UCXYY50T192604	004	Isdom	IM-EAELASS0092	Tail light cover	39.52	installed	1
2Y1UCXYY50T192604	004	Isdom	IM-EAES0105	Rain sensor	151.13	installed	4
2Y1UCXYY50T192604	004	Isdom	IM-EAES0109	ABS brack sensor	45.48	installed	1
2YHAF0V8512939431	002	Isdom	IM-EAEWH0128	Air conditioning harness	50.29	installed	1
4RJT1NOLXUG037441	004	Isdom	IM-BAE0011	Pillar and hard trim	20.71	installed	1
4RJT1NOLXUG037441	004	Isdom	IM-EAEWH0130	Interior harness	18.45	installed	1
4RJT1NOLXUG037441	004	Isdom	IM-ICS0153	Armrest	24.98	installed	1
4RJT1NOLXUG037441	004	Isdom	IM-ICS0156	Children and baby car seat	8.28	installed	1
5L5RPVESTIA976918	001	Isdom	IM-EAEGAM0068	Speedometer	24.81	installed	1
5L5RPVESTIA976918	002	Isdom	IM-BAED0024	Outer door handle	12.33	installed	1
5L5RPVESTIA976918	002	Isdom	IM-EAES0104	Pressure sensor	20.34	ordered	1
5L5RPVESTIA976918	002	Isdom	IM-PACBS0189	Hold-down springs	29.64	ordered	1
6WRD8C6784B120048	002	Isdom	IM-BAE0006	Fascia rear and support	36.97	installed	1
6WRD8C6784B120048	002	Isdom	IM-BAE0014	Rocker panel	7.10	installed	1
6WRD8C6784B120048	002	Isdom	IM-EAEWH0129	Engine compartment harness	32.31	installed	1
6WRD8C6784B120048	002	Isdom	IM-PACBS0178	Brake roll	33.27	installed	1
72OI8SLM4HN113041	001	Isdom	IM-EAEM0134	Central locking system	26.00	received	1
72OI8SLM4HN113041	001	Isdom	IM-EAEM0145	Remote lock	22.77	installed	1
72OI8SLM4HN113041	001	Isdom	IM-PACBS0198	Other braking system parts	33.39	installed	1
A1GTY6T551Q455502	002	Isdom	IM-BAE0021	Valance	22.33	installed	1
A1GTY6T551Q455502	002	Isdom	IM-EAEIS0080	Ignition coil parts	46.61	installed	2
A1GTY6T551Q455502	002	Isdom	IM-PACBS0181	Brake shoe	47.99	installed	1
A1GTY6T551Q455502	002	Isdom	IM-PACBS0185	Calibrated friction brake	47.26	installed	2
DABGHKVUB2D696619	001	Isdom	IM-BAED0031	Lock	99.69	installed	1
DBF5M62ODXK242204	003	Isdom	IM-10141	Fuse Box: The Alternative Tribute	58.77	installed	1
DBF5M62ODXK242204	003	Isdom	IM-EAEGAM0063	Clinometer	82.40	installed	1
DBF5M62ODXK242204	003	Isdom	IM-EAEIS0080	Ignition coil parts	49.06	installed	3
DBF5M62ODXK242204	003	Isdom	IM-EAEM0148	Speedometer calibrator	114.80	installed	1
EJET1HMTOKB682315	002	Isdom	IM-EAEGAM0065	Fuel gauge	38.09	installed	1
EJET1HMTOKB682315	002	Isdom	IM-EAEGAM0068	Speedometer	11.79	ordered	1
EJET1HMTOKB682315	002	Isdom	IM-EAEIS0078	Ignition box	7.25	installed	1
HGHHV1IWCUX780355	004	Isdom	IM-BAE0022	Welded assembly	94.73	installed	1
HGHHV1IWCUX780355	004	Isdom	IM-EAEESS0060	Battery tray	56.09	installed	1
HGHHV1IWCUX780355	004	Isdom	IM-PACBS0194	Hydraulic booster unit	112.50	installed	4
IQ73NEIBJNB403342	005	Isdom	IM-BAE0008	Front clip	34.09	installed	1
L712UQJXM4L524142	001	Isdom	IM-EAEESS0054	Performance battery	72.44	installed	1
ME064DUO8S0025936	002	Isdom	IM-BAE0017	Front spoiler	34.40	installed	1
ME064DUO8S0025936	002	Isdom	IM-EAELASS0086	Headlight	22.52	ordered	2
MTBE6DK55IO892347	003	Isdom	IM-EAES0097	Engine sensor	36.76	received	2
OMJKHKQNFKJ761643	002	Isdom	IM-BAED0031	Lock	163.95	installed	5
SAN8CKZV8O6386790	004	Isdom	IM-EAEM0134	Central locking system	4.31	installed	2
SAN8CKZV8O6386790	004	Isdom	IM-PACBS0186	Caliper	28.61	installed	1
TRB4XOLO3Y2181257	001	Isdom	IM-EAEESS0059	Battery plate	8.95	installed	1
U4DAG21M25I154677	001	Isdom	IM-EAELASS0091	Tail light	11.11	installed	1
U6AKQW00N22614671	004	Isdom	IM-PACBS0198	Other braking system parts	74.46	installed	4
UYQXFHB268D227085	001	Isdom	IM-BAE0008	Front clip	78.06	installed	2
UYQXFHB268D227085	002	Isdom	IM-BAED0029	Hinge	28.53	installed	1
VWWOX3PM6QD757820	004	Isdom	IM-EAEM0137	Door contact	33.78	installed	1
VWWOX3PM6QD757820	004	Isdom	IM-EAEWH0129	Engine compartment harness	7.47	installed	1
VWWOX3PM6QD757820	004	Isdom	IM-IFCAP0151	Carpet and other floor material	33.31	installed	1
W1R2THVZD6L234135	002	Isdom	IM-EAES0104	Pressure sensor	4.72	received	1
XPBUWRX56F6412345	002	Isdom	IM-EAELASS0086	Headlight	62.86	ordered	1
XPBUWRX56F6412345	002	Isdom	IM-EAEM0142	Performance chip	24.47	installed	1
XPBUWRX56F6412345	002	Isdom	IM-PACBS0163	Anti-lock braking system	36.43	received	3
XPBUWRX56F6412345	002	Isdom	IM-PACBS0196	Master Cylinder	35.01	ordered	1
Y0E0QLEFDDC702405	001	Isdom	IM-BAE0015	Roof Rack	79.25	installed	1
Y0E0QLEFDDC702405	001	Isdom	IM-EAES0094	Anti-pinch sensor	93.68	installed	1
Y0E0QLEFDDC702405	001	Isdom	IM-ICS0159	Seat Belt	32.43	installed	3
15WH5TNL8GD986516	002	J-Texon	JN-BAE0019	Trim package	36.62	installed	1
1HHB3PGRMMK153438	001	J-Texon	JN-EAEGAM0072	Vacuum gauge	14.03	received	1
1HHB3PGRMMK153438	001	J-Texon	JN-EAELASS0084	Fog Light	18.46	received	1
1M1GEHMECS1730055	001	J-Texon	JN-EAEM0140	Fuse	18.70	installed	1
2DHOH4P4672123749	002	J-Texon	JN-PACBS0190	Hose	43.30	installed	1
2LUXDFJTYZA796766	001	J-Texon	JN-BAED0025	Inner door handle	66.86	ordered	1
2LUXDFJTYZA796766	001	J-Texon	JN-BAEW0035	Sunroof motor	99.14	installed	1
2LUXDFJTYZA796766	001	J-Texon	JN-PACBS0172	Brake drum	22.82	received	1
30YUJXKGY7I314746	001	J-Texon	JN-10141	Fuse Box: The Alternative Tribute	3.91	received	1
3464CBUBJ3G311266	001	J-Texon	JN-BAED0027	Door seal	18.58	installed	1
3464CBUBJ3G311266	001	J-Texon	JN-EAELASS0090	Side lighting	41.53	installed	2
3464CBUBJ3G311266	001	J-Texon	JN-ICS0160	Seat bracket	14.49	installed	1
4BW4C1KL6TZ577336	001	J-Texon	JN-EAEIS0078	Ignition box	7.59	installed	1
4BW4C1KL6TZ577336	001	J-Texon	JN-EAEIS0079	Ignition Coil	79.39	installed	2
8VGJ74SC8UK076966	002	J-Texon	JN-BAE0009	Front fascia and header panel	64.14	installed	1
8VGJ74SC8UK076966	002	J-Texon	JN-EAEESS0053	Battery	88.12	installed	1
8VGJ74SC8UK076966	002	J-Texon	JN-EAEM0147	Speed controller	29.78	installed	2
8VGJ74SC8UK076966	002	J-Texon	JN-EAES0100	Light sensor	16.67	installed	1
EZ144Z2QAJC644839	002	J-Texon	JN-EAEGAM0066	Hydrometer	2.66	installed	1
EZ308PJB831681306	001	J-Texon	JN-EAEESS0061	Voltage regulator	1.80	installed	1
EZ308PJB831681306	001	J-Texon	JN-PACBS0177	Brake pump	58.11	received	1
FA7LJ664E04088299	002	J-Texon	JN-BAED0031	Lock	0.25	ordered	2
FA7LJ664E04088299	002	J-Texon	JN-EAEGAM0063	Clinometer	11.90	ordered	3
FA7LJ664E04088299	002	J-Texon	JN-EAES0122	Power window switch	8.73	ordered	1
FLACGVUE5FI388538	003	J-Texon	JN-EAEAD0041	Antenna assembly	14.52	installed	1
FLACGVUE5FI388538	003	J-Texon	JN-EAELASS0089	License plate lamp	22.19	installed	1
FLACGVUE5FI388538	003	J-Texon	JN-PACBS0197	Metering valve	14.72	installed	2
FPJBMT3OOG8061158	005	J-Texon	JN-EAEGAM0072	Vacuum gauge	46.16	installed	1
GTTYZXB3YJG754847	002	J-Texon	JN-BAED0030	Door and bonnet	118.25	installed	4
GTTYZXB3YJG754847	002	J-Texon	JN-EAECS0049	Alternator bearing	36.99	installed	1
GTTYZXB3YJG754847	002	J-Texon	JN-EAES0126	Thermostat	29.76	installed	1
GTTYZXB3YJG754847	002	J-Texon	JN-ICS0162	Seat track	117.45	installed	1
GZ81MW85M47387080	001	J-Texon	JN-BAE0005	Decklid	37.27	ordered	4
GZ81MW85M47387080	001	J-Texon	JN-EAEM0150	Wiring connector	47.84	ordered	2
M4E2PBWXZFJ700371	001	J-Texon	JN-BAE0000	Bonnet/hood	59.97	received	1
M4E2PBWXZFJ700371	001	J-Texon	JN-BAE0007	Fender Musical Instruments Corporation	145.90	installed	1
M4E2PBWXZFJ700371	001	J-Texon	JN-EAES0107	Temperature sensor	97.33	ordered	1
M4E2PBWXZFJ700371	001	J-Texon	JN-EAES0111	MAP sensor	12.94	received	1
MAO8BQ1NDT7049472	002	J-Texon	JN-PACBS0192	Air brake nylon hose	69.00	installed	1
MAO8BQ1NDT7049472	003	J-Texon	JN-BAEW0039	Windshield washer motor	47.73	installed	1
MAO8BQ1NDT7049472	003	J-Texon	JN-PACBS0177	Brake pump	20.24	installed	2
MAO8BQ1NDT7049472	003	J-Texon	JN-PACBS0198	Other braking system parts	105.41	installed	4
MRHV8EI5ETH324409	001	J-Texon	JN-BAE0011	Pillar and hard trim	16.16	installed	1
MRHV8EI5ETH324409	001	J-Texon	JN-EAEIS0081	Ignition controller	5.78	installed	1
MRHV8EI5ETH324409	001	J-Texon	JN-PACBS0175	Brake pedal	45.58	installed	2
R3Q6NWXL5OK028859	001	J-Texon	JN-EAECS0049	Alternator bearing	48.72	installed	1
R3Q6NWXL5OK028859	001	J-Texon	JN-EAES0107	Temperature sensor	49.44	installed	1
R3Q6NWXL5OK028859	001	J-Texon	JN-EAESS0119	Spark Plug	9.68	installed	1
R3Q6NWXL5OK028859	001	J-Texon	JN-PACBS0170	Brake cooling duct	6.82	installed	1
RP3I3QO2BYF582498	001	J-Texon	JN-EAES0113	Oil level sensor	41.00	received	4
RP3I3QO2BYF582498	001	J-Texon	JN-EAES0124	Switch cover	16.26	ordered	3
RP3I3QO2BYF582498	001	J-Texon	JN-PACBS0180	Brake servo	30.79	received	1
RP3I3QO2BYF582498	001	J-Texon	JN-PACBS0194	Hydraulic booster unit	76.37	ordered	1
SSSGFBFNIOE995675	002	J-Texon	JN-EAES0099	Knock sensor	20.74	installed	1
SSSGFBFNIOE995675	002	J-Texon	JN-PACBS0175	Brake pedal	4.04	installed	1
U6AKQW00N22614671	003	J-Texon	JN-EAECS0050	Alternator bracket	95.09	installed	1
U6AKQW00N22614671	003	J-Texon	JN-EAELASS0083	Engine bay lighting	136.91	installed	1
U6AKQW00N22614671	003	J-Texon	JN-EAELASS0089	License plate lamp	64.49	installed	1
UVK0K4YAN4D361432	002	J-Texon	JN-EAES0100	Light sensor	33.25	ordered	1
UVK0K4YAN4D361432	002	J-Texon	JN-PACBS0166	Anchor	56.17	received	1
UVK0K4YAN4D361432	002	J-Texon	JN-PACBS0180	Brake servo	147.65	ordered	1
XPBUWRX56F6412345	003	J-Texon	JN-EAEESS0056	Battery cable terminal	55.41	ordered	1
XPBUWRX56F6412345	003	J-Texon	JN-EAELASS0085	Halogen	51.49	installed	2
XPBUWRX56F6412345	003	J-Texon	JN-EAEM0138	Engine computer and management system	52.22	ordered	1
YFV4PPW4SW8405660	002	J-Texon	JN-BAE0002	Unexposed bumper	137.26	installed	1
YFV4PPW4SW8405660	002	J-Texon	JN-EAEGAM0069	Tachometer	67.08	installed	1
YFV4PPW4SW8405660	002	J-Texon	JN-PACBS0185	Calibrated friction brake	35.74	installed	2
Z1QCG3DRQAX515930	004	J-Texon	JN-EAEGAM0073	Voltmeter	6.55	installed	1
Z1QCG3DRQAX515930	004	J-Texon	JN-EAEM0140	Fuse	7.94	installed	1
Z1QCG3DRQAX515930	004	J-Texon	JN-EAEWH0128	Air conditioning harness	52.68	installed	1
ZMVRJH6HGUZ703892	001	J-Texon	JN-EAEAD0041	Antenna assembly	83.76	installed	1
ZMVRJH6HGUZ703892	001	J-Texon	JN-EAELASS0087	Headlight motor	87.44	installed	1
ZMVRJH6HGUZ703892	002	J-Texon	JN-BAE0010	Grille	49.89	installed	1
ZMVRJH6HGUZ703892	002	J-Texon	JN-BAEW0038	Windshield	48.16	installed	1
ZMVRJH6HGUZ703892	002	J-Texon	JN-ICS0161	Seat cover	79.33	installed	1
ZPSM0A6MZXM357384	001	J-Texon	JN-BAED0027	Door seal	4.36	installed	1
ZPSM0A6MZXM357384	001	J-Texon	JN-EAEIS0075	Coil wire	13.51	installed	2
ZPSM0A6MZXM357384	001	J-Texon	JN-ICS0158	Headrest	25.29	installed	1
036EG6XGHFJ822528	003	Konmatfix	KX-EAEIS0081	Ignition controller	57.19	installed	1
0O56VQ0TP1C342110	001	Konmatfix	KX-EAES0126	Thermostat	247.49	installed	1
2MSC0A8PW8U686208	001	Konmatfix	KX-ICS0153	Armrest	68.11	installed	2
2MSC0A8PW8U686208	001	Konmatfix	KX-PACBS0172	Brake drum	103.29	received	1
3NED8CVSG6V494138	002	Konmatfix	KX-BAE0002	Unexposed bumper	22.02	installed	1
3NED8CVSG6V494138	002	Konmatfix	KX-EAEIS0075	Coil wire	22.22	installed	2
3NED8CVSG6V494138	002	Konmatfix	KX-PACBS0171	Brake disc	74.65	installed	1
8LPZZLYHF77014597	001	Konmatfix	KX-EAEAD0043	Radio and media player	97.87	installed	1
8LPZZLYHF77014597	001	Konmatfix	KX-EAECS0052	Other alternator parts	4.16	installed	1
8LPZZLYHF77014597	001	Konmatfix	KX-PACBS0175	Brake pedal	95.07	installed	2
8UU0VC3VENC905922	003	Konmatfix	KX-EAEESS0061	Voltage regulator	69.82	installed	1
B5Q25XY368S364688	001	Konmatfix	KX-BAEW0036	Window motor	75.52	installed	2
B5Q25XY368S364688	001	Konmatfix	KX-EAEIS0079	Ignition Coil	1.06	installed	1
B5Q25XY368S364688	001	Konmatfix	KX-EAELASS0088	Interior light and lamp	22.69	installed	4
BCTZOAWQMHJ300759	002	Konmatfix	KX-EAECS0051	Alternator fan	74.29	installed	2
BCTZOAWQMHJ300759	002	Konmatfix	KX-PACBS0166	Anchor	9.14	installed	1
BROAYF3JXYB733688	001	Konmatfix	KX-ICS0156	Children and baby car seat	3.74	ordered	1
BROAYF3JXYB733688	001	Konmatfix	KX-PACBS0175	Brake pedal	14.36	installed	1
DBF5M62ODXK242204	002	Konmatfix	KX-PACBS0171	Brake disc	25.66	installed	2
EQ22HWH3DG1475247	002	Konmatfix	KX-EAEIS0082	Magneto	62.04	installed	1
EQ22HWH3DG1475247	002	Konmatfix	KX-ICS0161	Seat cover	77.51	installed	1
FAQ8F8F300A215860	001	Konmatfix	KX-BAE0000	Bonnet/hood	136.17	received	1
FAQ8F8F300A215860	001	Konmatfix	KX-BAE0001	Bumper	51.92	received	1
FAQ8F8F300A215860	001	Konmatfix	KX-EAES0101	Manifold absolute pressure sensor	77.78	installed	1
HXP0L3Y7NRP032607	004	Konmatfix	KX-PACBS0171	Brake disc	64.77	installed	1
J6OMNLGS2AO161351	001	Konmatfix	KX-BAE0009	Front fascia and header panel	66.02	installed	1
J6OMNLGS2AO161351	001	Konmatfix	KX-EAEAD0042	Antenna cable	62.05	installed	5
J6OMNLGS2AO161351	001	Konmatfix	KX-EAEM0148	Speedometer calibrator	40.20	installed	3
J6OMNLGS2AO161351	001	Konmatfix	KX-ICS0156	Children and baby car seat	52.92	installed	1
JS0Y5W8KIDC106093	005	Konmatfix	KX-BAE0003	Exposed bumper	19.24	installed	1
JS0Y5W8KIDC106093	005	Konmatfix	KX-EAES0113	Oil level sensor	34.18	installed	1
JS0Y5W8KIDC106093	005	Konmatfix	KX-EAEWH0129	Engine compartment harness	13.97	installed	1
KEZRVGOFFMA250868	001	Konmatfix	KX-BAE0016	Spoiler	122.63	installed	1
KEZRVGOFFMA250868	001	Konmatfix	KX-EAEGAM0068	Speedometer	69.68	ordered	1
KEZRVGOFFMA250868	001	Konmatfix	KX-PACBS0189	Hold-down springs	10.78	received	1
L6EFDBPTY1B405814	002	Konmatfix	KX-EAEM0144	Relay connector	4.27	installed	1
ME064DUO8S0025936	003	Konmatfix	KX-EAES0094	Anti-pinch sensor	31.87	received	1
ME064DUO8S0025936	003	Konmatfix	KX-EAES0107	Temperature sensor	27.57	installed	1
ME064DUO8S0025936	003	Konmatfix	KX-ICS0162	Seat track	14.67	installed	1
ME064DUO8S0025936	003	Konmatfix	KX-PACBS0168	Brake backing plate	26.77	received	1
NJFDCKXL34E222565	001	Konmatfix	KX-BAE0004	Cowl screen	71.23	installed	1
NJFDCKXL34E222565	001	Konmatfix	KX-BAED0024	Outer door handle	144.94	installed	1
NJFDCKXL34E222565	001	Konmatfix	KX-PACBS0186	Caliper	144.26	installed	1
NNKIP3UNIGZ353715	001	Konmatfix	KX-EAEIS0081	Ignition controller	136.90	installed	1
NNKIP3UNIGZ353715	001	Konmatfix	KX-EAES0096	Crankshaft position sensor	121.50	installed	2
NNKIP3UNIGZ353715	001	Konmatfix	KX-EAES0121	Ignition Switch	24.90	installed	1
OA1F76XJUQS608395	001	Konmatfix	KX-BAE0014	Rocker panel	11.80	installed	1
OA1F76XJUQS608395	001	Konmatfix	KX-PACBS0190	Hose	14.61	installed	1
OMJKHKQNFKJ761643	001	Konmatfix	KX-BAEW0033	Glass	28.09	installed	2
OMJKHKQNFKJ761643	001	Konmatfix	KX-EAEESS0059	Battery plate	137.03	installed	2
OMJKHKQNFKJ761643	001	Konmatfix	KX-PACBS0193	Brake duct hose	194.08	installed	1
Q3TT4GKZDHK659352	003	Konmatfix	KX-EAEM0150	Wiring connector	141.71	installed	1
RTV8NXYO2D4310350	001	Konmatfix	KX-EAEGAM0068	Speedometer	6.41	installed	1
RTV8NXYO2D4310350	001	Konmatfix	KX-EAEIS0082	Magneto	7.55	installed	1
U3SEY7BL74U428566	002	Konmatfix	KX-EAEIS0075	Coil wire	64.43	installed	1
U3SEY7BL74U428566	002	Konmatfix	KX-ICS0159	Seat Belt	30.62	installed	1
U6AKQW00N22614671	005	Konmatfix	KX-PACBS0171	Brake disc	96.70	installed	2
U6AKQW00N22614671	005	Konmatfix	KX-PACBS0173	Brake line	0.54	installed	1
UDK1102XNQ4362369	001	Konmatfix	KX-BAE0020	Trunk	76.16	installed	1
UDK1102XNQ4362369	001	Konmatfix	KX-EAEESS0058	Battery control system	4.26	received	2
UDK1102XNQ4362369	001	Konmatfix	KX-PACBS0177	Brake pump	46.41	installed	1
UDK1102XNQ4362369	001	Konmatfix	KX-PACBS0189	Hold-down springs	48.59	ordered	4
UDOHJKQNZRU355125	001	Konmatfix	KX-EAECS0050	Alternator bracket	151.84	installed	1
UDOHJKQNZRU355125	001	Konmatfix	KX-EAEM0136	Cruise control computer	150.16	installed	1
UDOHJKQNZRU355125	001	Konmatfix	KX-PACBS0190	Hose	77.05	installed	4
V73RJYYHEIT850422	004	Konmatfix	KX-EAEM0134	Central locking system	110.58	ordered	1
VTVE6444244403193	003	Konmatfix	KX-EAEGAM0063	Clinometer	28.04	installed	1
VTVE6444244403193	003	Konmatfix	KX-EAEM0135	Chassis control computer	29.70	installed	1
WGVK4P1UIPJ916959	004	Konmatfix	KX-EAEM0144	Relay connector	19.98	ordered	1
ZDNMEDH0CHN556637	001	Konmatfix	KX-EAELASS0088	Interior light and lamp	102.40	ordered	2
1C05IGNBBB6823554	001	Newex	NX-BAED0028	Door watershield	72.44	installed	1
1C05IGNBBB6823554	001	Newex	NX-EAELASS0092	Tail light cover	20.87	installed	1
1C05IGNBBB6823554	001	Newex	NX-EAEM0139	Engine control unit	59.71	installed	4
2BEGOJVB21D198188	002	Newex	NX-EAEESS0058	Battery control system	72.84	received	2
2BEGOJVB21D198188	002	Newex	NX-EAELASS0087	Headlight motor	52.60	installed	1
2BEGOJVB21D198188	002	Newex	NX-EAES0101	Manifold absolute pressure sensor	63.29	ordered	1
2BEGOJVB21D198188	002	Newex	NX-ICS0162	Seat track	74.07	installed	4
3P0R7483FP1117876	005	Newex	NX-BAE0002	Unexposed bumper	89.63	received	1
4BSRNVZZ2CQ691731	001	Newex	NX-EAECS0051	Alternator fan	6.92	installed	1
4BSRNVZZ2CQ691731	001	Newex	NX-PACBS0193	Brake duct hose	38.80	installed	1
4RJT1NOLXUG037441	001	Newex	NX-BAED0023	Door beam and panel	2.60	installed	4
5WKWALJ4EQU001163	003	Newex	NX-BAE0020	Trunk	3.15	installed	1
5WKWALJ4EQU001163	003	Newex	NX-EAELASS0084	Fog Light	14.40	installed	1
5WKWALJ4EQU001163	003	Newex	NX-EAELASS0085	Halogen	25.08	installed	1
5WKWALJ4EQU001163	003	Newex	NX-EAES0107	Temperature sensor	30.13	installed	1
8VGJ74SC8UK076966	004	Newex	NX-BAE0003	Exposed bumper	7.88	installed	1
8VGJ74SC8UK076966	004	Newex	NX-BAE0007	Fender Musical Instruments Corporation	2.48	installed	1
8VGJ74SC8UK076966	004	Newex	NX-EAEGAM0070	Temperature gauge	4.88	installed	1
8W38A5ZZFKA123439	001	Newex	NX-EAEAD0043	Radio and media player	138.91	ordered	1
8W38A5ZZFKA123439	001	Newex	NX-EAEM0142	Performance chip	41.68	ordered	4
8WLKEABOQM5965804	001	Newex	NX-EAEGAM0065	Fuel gauge	28.61	installed	1
8WLKEABOQM5965804	001	Newex	NX-PACBS0184	Brake warning light	17.83	installed	1
BKO2YY3HI56119138	002	Newex	NX-BAE0011	Pillar and hard trim	5.00	installed	1
