INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-BAE0020', 'WKNIUEPLNDU378894-001', 'Trunk', 'installed', '123.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAES0110', 'WWMN8RWHPDM674733-002', 'TDC sensor', 'installed', '93.25', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAES0105', 'XJMTKD21FUV756318-001', 'Rain sensor', 'ordered', '32.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-BAE0007', 'YA0EN8KRBAN266216-002', 'Fender Musical Instruments Corporation', 'ordered', '33.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAEESS0055', 'YA0EN8KRBAN266216-002', 'Battery box', 'installed', '21.55', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAEGAM0072', 'YA0EN8KRBAN266216-002', 'Vacuum gauge', 'received', '8.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-BAE0008', 'YFV4PPW4SW8405660-004', 'Front clip', 'installed', '76.56', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAECS0052', 'YIRV4C5U8MN581204-002', 'Other alternator parts', 'installed', '25.31', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAES0093', 'YIRV4C5U8MN581204-002', 'Airbag sensor', 'installed', '68.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-ICS0159', 'YIRV4C5U8MN581204-002', 'Seat Belt', 'installed', '35.65', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAESS0116', 'Z1QCG3DRQAX515930-002', 'Starter drive', 'installed', '67.55', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DI-EAES0114', 'Z8KJQAZ0L2C379316-001', 'ABS sensor', 'installed', '113.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0000', '03KAPEOTGE8482192-001', 'Bonnet/hood', 'installed', '23.11', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0150', '03KAPEOTGE8482192-001', 'Wiring connector', 'ordered', '26.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0009', '0O56VQ0TP1C342110-002', 'Front fascia and header panel', 'installed', '77.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEAD0046', '0O56VQ0TP1C342110-002', 'Tuner', 'installed', '208.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0049', '0O56VQ0TP1C342110-002', 'Alternator bearing', 'installed', '38.88', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0052', '0O56VQ0TP1C342110-002', 'Other alternator parts', 'installed', '200.69', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAED0025', '0SR7K3TGOVW149442-005', 'Inner door handle', 'installed', '5.38', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEIS0076', '0SR7K3TGOVW149442-005', 'Distributor', 'installed', '22.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0110', '0SR7K3TGOVW149442-005', 'TDC sensor', 'installed', '0.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0177', '0SR7K3TGOVW149442-005', 'Brake pump', 'installed', '27.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0057', '1GIQVMBR2A2798107-003', 'Battery cable', 'installed', '82.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEGAM0070', '1GIQVMBR2A2798107-003', 'Temperature gauge', 'installed', '57.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAED0023', '1HHB3PGRMMK153438-003', 'Door beam and panel', 'ordered', '16.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAELASS0083', '1HHB3PGRMMK153438-003', 'Engine bay lighting', 'received', '16.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0050', '1JRH0ZBVOBE937509-001', 'Alternator bracket', 'installed', '16.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEWH0129', '1JRH0ZBVOBE937509-001', 'Engine compartment harness', 'installed', '15.86', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0183', '1JRH0ZBVOBE937509-001', 'Shoe web', 'installed', '17.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0139', '4TJ5T18OMFN710800-003', 'Engine control unit', 'installed', '50.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0169', '4TJ5T18OMFN710800-003', 'Brake backing pad', 'installed', '49.93', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0169', '5MS17EW23YR611242-001', 'Brake backing pad', 'installed', '50.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0021', '8U653RXUMZY984495-004', 'Valance', 'received', '21.63', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0143', '8U653RXUMZY984495-004', 'Performance Monitor', 'installed', '45.21', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0144', '8U653RXUMZY984495-004', 'Relay connector', 'installed', '104.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0145', '8UU0VC3VENC905922-001', 'Remote lock', 'installed', '50.47', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0110', '8UU0VC3VENC905922-001', 'TDC sensor', 'installed', '93.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0170', '8UU0VC3VENC905922-001', 'Brake cooling duct', 'installed', '104.70', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0049', '8WLKEABOQM5965804-003', 'Alternator bearing', 'installed', '17.10', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0061', '8WLKEABOQM5965804-003', 'Voltage regulator', 'installed', '10.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-ICS0162', '8WLKEABOQM5965804-003', 'Seat track', 'installed', '38.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0178', '8WLKEABOQM5965804-003', 'Brake roll', 'installed', '23.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0048', 'CXGQS7AZP6I329568-001', 'Alternator', 'received', '5.07', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0164', 'CXGQS7AZP6I329568-001', 'ABS steel pin', 'ordered', '23.63', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0190', 'CXGQS7AZP6I329568-001', 'Hose', 'installed', '19.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0011', 'EV4TH4BF5DQ470200-001', 'Pillar and hard trim', 'installed', '51.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEGAM0070', 'EV4TH4BF5DQ470200-001', 'Temperature gauge', 'installed', '31.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEIS0078', 'EV4TH4BF5DQ470200-001', 'Ignition box', 'installed', '4.54', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0149', 'EV4TH4BF5DQ470200-001', 'Transmission computer', 'installed', '41.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEAD0041', 'FA7LJ664E04088299-003', 'Antenna assembly', 'installed', '14.64', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0139', 'FA7LJ664E04088299-003', 'Engine control unit', 'ordered', '40.23', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0181', 'FA7LJ664E04088299-003', 'Brake shoe', 'installed', '36.16', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEGAM0071', 'FLACGVUE5FI388538-001', 'Tire pressure gauge', 'installed', '44.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0138', 'FLACGVUE5FI388538-001', 'Engine computer and management system', 'installed', '37.38', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0165', 'FLACGVUE5FI388538-001', 'Adjusting mechanism', 'installed', '0.06', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0096', 'HJHFHI4TARG736468-002', 'Crankshaft position sensor', 'installed', '18.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEGAM0065', 'I4ZQBJWMKGO132368-001', 'Fuel gauge', 'installed', '61.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0122', 'I4ZQBJWMKGO132368-001', 'Power window switch', 'installed', '3.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEWH0131', 'IXZVB277TU2768773-001', 'Underfloor harness', 'installed', '53.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0177', 'IXZVB277TU2768773-001', 'Brake pump', 'installed', '5.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0182', 'IXZVB277TU2768773-001', 'Brake lining', 'installed', '35.93', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0191', 'IXZVB277TU2768773-001', 'Brake booster hose', 'installed', '0.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0022', 'J05SWPOXE56492516-002', 'Welded assembly', 'installed', '101.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0189', 'J05SWPOXE56492516-002', 'Hold-down springs', 'installed', '33.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0177', 'KBYS182F2ID559258-002', 'Brake pump', 'installed', '24.95', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0060', 'M3VW8YIQKWT779745-001', 'Battery tray', 'installed', '141.41', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0101', 'M3VW8YIQKWT779745-001', 'Manifold absolute pressure sensor', 'installed', '136.35', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0166', 'M3VW8YIQKWT779745-001', 'Anchor', 'installed', '187.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0056', 'NM3BN4RJS1M492634-001', 'Battery cable terminal', 'received', '89.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0175', 'NM3BN4RJS1M492634-001', 'Brake pedal', 'ordered', '73.78', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-ICS0162', 'OETQ6SV7QKM285952-001', 'Seat track', 'installed', '94.64', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0139', 'PYWDSWXK5X5262660-002', 'Engine control unit', 'installed', '52.72', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0144', 'PYWDSWXK5X5262660-002', 'Relay connector', 'installed', '34.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0164', 'PYWDSWXK5X5262660-002', 'ABS steel pin', 'installed', '5.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAEW0037', 'Q6C80HSWMFK634460-005', 'Window regulator', 'installed', '20.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEIS0078', 'Q6C80HSWMFK634460-005', 'Ignition box', 'installed', '15.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0100', 'Q6C80HSWMFK634460-005', 'Light sensor', 'installed', '17.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0054', 'QVSOV4QTXAE520972-004', 'Performance battery', 'ordered', '2.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEGAM0064', 'QVSOV4QTXAE520972-004', 'Dynamometer', 'installed', '25.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0126', 'QVSOV4QTXAE520972-004', 'Thermostat', 'ordered', '1.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0166', 'QVSOV4QTXAE520972-004', 'Anchor', 'received', '35.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0114', 'U1GXDUQ2NVP642154-002', 'ABS sensor', 'ordered', '10.07', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEAD0046', 'UAITKQ7KMQN776987-001', 'Tuner', 'received', '42.31', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEIS0079', 'UAITKQ7KMQN776987-001', 'Ignition Coil', 'installed', '81.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEM0132', 'UAITKQ7KMQN776987-001', 'Air bag control module', 'installed', '21.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0195', 'UAITKQ7KMQN776987-001', 'Load-sensing valve', 'installed', '63.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAE0022', 'UU2VI1MPOCJ886472-001', 'Welded assembly', 'installed', '48.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0122', 'UU2VI1MPOCJ886472-001', 'Power window switch', 'installed', '29.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAES0107', 'V08JG7APNII434369-003', 'Temperature sensor', 'installed', '14.15', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-ICS0159', 'V08JG7APNII434369-003', 'Seat Belt', 'installed', '12.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0165', 'V08JG7APNII434369-003', 'Adjusting mechanism', 'installed', '22.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0195', 'V08JG7APNII434369-003', 'Load-sensing valve', 'installed', '7.69', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEAD0046', 'W85FIU0UPWJ342063-001', 'Tuner', 'installed', '80.66', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAECS0048', 'W85FIU0UPWJ342063-001', 'Alternator', 'installed', '38.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0176', 'YA0EN8KRBAN266216-004', 'Brake piston', 'installed', '8.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEAD0046', 'Z0405USEZKH796737-004', 'Tuner', 'installed', '42.13', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0056', 'Z1QCG3DRQAX515930-001', 'Battery cable terminal', 'installed', '8.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAED0024', 'ZI36738ITE3999852-001', 'Outer door handle', 'installed', '37.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-BAEW0035', 'ZI36738ITE3999852-001', 'Sunroof motor', 'installed', '64.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-EAEESS0054', 'ZI36738ITE3999852-001', 'Performance battery', 'installed', '63.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DE-PACBS0163', 'ZI36738ITE3999852-001', 'Anti-lock braking system', 'installed', '88.55', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0044', '05PN35GUCGU088819-003', 'Other devices', 'installed', '27.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0046', '05PN35GUCGU088819-003', 'Tuner', 'installed', '42.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0105', '2DHOH4P4672123749-004', 'Rain sensor', 'installed', '120.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0167', '2DHOH4P4672123749-004', 'Bleed nipple', 'installed', '81.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAEW0038', '2N45QQ7SMY3757149-003', 'Windshield', 'installed', '84.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0069', '4QL2U7A4H4J019100-001', 'Tachometer', 'received', '69.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0070', '4QL2U7A4H4J019100-001', 'Temperature gauge', 'ordered', '73.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAE0011', '5DAWXIM4EAK735462-001', 'Pillar and hard trim', 'installed', '19.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0100', '5DAWXIM4EAK735462-001', 'Light sensor', 'installed', '216.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0112', '5DAWXIM4EAK735462-001', 'IMA sensor', 'installed', '149.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-ICS0157', '5DAWXIM4EAK735462-001', 'Fastener', 'installed', '157.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0102', '5DAWXIM4EAK735462-003', 'Oxygen sensor', 'installed', '107.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0188', '5DAWXIM4EAK735462-003', 'Dual circuit brake system', 'installed', '147.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAE0001', '72OI8SLM4HN113041-002', 'Bumper', 'installed', '25.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0066', '72OI8SLM4HN113041-002', 'Hydrometer', 'received', '18.83', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0104', '72OI8SLM4HN113041-002', 'Pressure sensor', 'installed', '30.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0114', '72OI8SLM4HN113041-002', 'ABS sensor', 'ordered', '24.95', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0045', '72SCGHC1RB4779672-001', 'Speaker', 'ordered', '10.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0147', '72SCGHC1RB4779672-001', 'Speed controller', 'received', '11.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0121', '72SCGHC1RB4779672-001', 'Ignition Switch', 'received', '15.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0192', '72SCGHC1RB4779672-001', 'Air brake nylon hose', 'ordered', '2.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0042', '8FDAK0CPTWA122888-001', 'Antenna cable', 'ordered', '3.74', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0045', '8FDAK0CPTWA122888-001', 'Speaker', 'ordered', '35.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAESS0116', '8FDAK0CPTWA122888-001', 'Starter drive', 'received', '18.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAE0008', '8U653RXUMZY984495-002', 'Front clip', 'received', '85.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0023', '8U653RXUMZY984495-002', 'Door beam and panel', 'installed', '9.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0032', '8U653RXUMZY984495-003', 'Centre Locking', 'received', '72.01', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0108', '8U653RXUMZY984495-003', 'Transmission input and output sensor', 'installed', '38.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0031', '8VGJ74SC8UK076966-001', 'Lock', 'installed', '84.37', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0100', '8VGJ74SC8UK076966-001', 'Light sensor', 'installed', '52.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-ICS0160', '8VGJ74SC8UK076966-001', 'Seat bracket', 'installed', '75.84', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0198', '8VGJ74SC8UK076966-001', 'Other braking system parts', 'installed', '96.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0067', 'A58PSDYJWYD029917-002', 'Odometer', 'ordered', '5.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAELASS0091', 'A58PSDYJWYD029917-002', 'Tail light', 'installed', '31.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0096', 'A58PSDYJWYD029917-002', 'Crankshaft position sensor', 'received', '4.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEIS0080', 'BV7ZLIZN0R2917777-004', 'Ignition coil parts', 'received', '51.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAEW0037', 'D244CUCA1UX127908-002', 'Window regulator', 'installed', '9.40', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-ICS0155', 'D244CUCA1UX127908-002', 'Bucket Seat', 'installed', '25.13', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-IFCAP0151', 'D244CUCA1UX127908-002', 'Carpet and other floor material', 'installed', '0.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0061', 'EX0DFWC3FLW639681-003', 'Voltage regulator', 'installed', '33.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0063', 'EX0DFWC3FLW639681-003', 'Clinometer', 'installed', '7.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0066', 'EX0DFWC3FLW639681-003', 'Hydrometer', 'installed', '62.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEGAM0067', 'EX0DFWC3FLW639681-003', 'Odometer', 'installed', '28.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0053', 'EZ144Z2QAJC644839-001', 'Battery', 'installed', '23.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAED0027', 'F42NYNK4BK3657449-001', 'Door seal', 'installed', '1.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEAD0047', 'F42NYNK4BK3657449-001', 'Subwoofer', 'installed', '16.50', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0189', 'F42NYNK4BK3657449-001', 'Hold-down springs', 'installed', '26.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0098', 'FA7LJ664E04088299-001', 'Fuel level sensor', 'installed', '38.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0168', 'FA7LJ664E04088299-001', 'Brake backing plate', 'received', '33.64', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0180', 'FA7LJ664E04088299-001', 'Brake servo', 'received', '39.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0094', 'FXR24KBAHFZ139993-001', 'Anti-pinch sensor', 'installed', '70.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0171', 'FXR24KBAHFZ139993-001', 'Brake disc', 'installed', '28.26', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0150', 'HIEWYKOMDAK597903-001', 'Wiring connector', 'installed', '83.58', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAE0014', 'KZQ5C1NSWAJ790169-003', 'Rocker panel', 'installed', '57.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0167', 'KZQ5C1NSWAJ790169-003', 'Bleed nipple', 'installed', '55.34', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0173', 'KZQ5C1NSWAJ790169-003', 'Brake line', 'installed', '51.40', '1');
